timestamp,temperature,pressure,vibration,temperature_change,pressure_change,vibration_change,date,time,day_of_week,day_of_week_number,hour,status
2026-01-01 08:18:00,66.75690060261455,5.17956308168211,0.33315840161797033,3.67466580427255,0.3172375381282615,-0.0031490731047177922,2026-01-01,08:18:00,Thursday,3,8,Normal
2026-01-01 08:19:00,64.9001481780275,5.325787389524798,0.3809850982741239,-1.8567524245870572,0.14622430784268836,0.04782669665615358,2026-01-01,08:19:00,Thursday,3,8,Normal
2026-01-01 08:20:00,64.63027527290947,4.805970096069718,0.3669937680596352,-0.26987290511802087,-0.5198172934550804,-0.013991330214488729,2026-01-01,08:20:00,Thursday,3,8,Normal
2026-01-01 08:21:00,63.63814091119212,4.822460868857088,0.3658023935322143,-0.9921343617173548,0.01649077278737021,-0.0011913745274209075,2026-01-01,08:21:00,Thursday,3,8,Normal
2026-01-01 08:22:00,67.44508267734805,5.267156867264046,0.3704914228664346,3.806941766155937,0.4446959984069583,0.004689029334220329,2026-01-01,08:22:00,Thursday,3,8,Normal
2026-01-01 08:23:00,64.6909410358624,4.961731202660988,0.3808067334001119,-2.75414164148566,-0.3054256646030584,0.010315310533677291,2026-01-01,08:23:00,Thursday,3,8,Normal
2026-01-01 08:24:00,64.14334435567379,5.2807642784133115,0.24460233291112782,-0.5475966801886045,0.31903307575232365,-0.13620440048898408,2026-01-01,08:24:00,Thursday,3,8,Normal
2026-01-01 08:25:00,64.29573289902353,4.911492857621563,0.33177808738677694,0.15238854334974405,-0.36927142079174846,0.08717575447564913,2026-01-01,08:25:00,Thursday,3,8,Normal
2026-01-01 08:26:00,66.0646183711067,5.291009115254142,0.24098949677552628,1.76888547208317,0.379516257632579,-0.09078859061125066,2026-01-01,08:26:00,Thursday,3,8,Normal
2026-01-01 08:27:00,65.73088812872815,5.0262971633610904,0.35180299633988976,-0.3337302423785502,-0.26471195189305163,0.11081349956436348,2026-01-01,08:27:00,Thursday,3,8,Normal
2026-01-01 08:28:00,65.82546522319198,5.051645764664539,0.3497683513887827,0.09457709446382978,0.02534860130344896,-0.0020346449511070563,2026-01-01,08:28:00,Thursday,3,8,Normal
2026-01-01 08:29:00,65.86164200601577,5.312943604333981,0.402276613739484,0.036176782823787335,0.2612978396694414,0.052508262350701274,2026-01-01,08:29:00,Thursday,3,8,Normal
2026-01-01 08:30:00,69.28329520174093,4.927645904511166,0.409381719636056,3.421653195725156,-0.38529769982281525,0.007105105896572039,2026-01-01,08:30:00,Thursday,3,8,Normal
2026-01-01 08:31:00,64.18716996723077,4.8117755808150084,0.36013875241261833,-5.096125234510154,-0.11587032369615713,-0.049242967223437684,2026-01-01,08:31:00,Thursday,3,8,Normal
2026-01-01 08:32:00,63.975514541856924,4.910287158394329,0.32498194613015496,-0.21165542537384852,0.09851157757932061,-0.03515680628246337,2026-01-01,08:32:00,Thursday,3,8,Normal
2026-01-01 08:33:00,63.37245454350425,5.090466790128628,0.37425805562728687,-0.603059998352677,0.18017963173429852,0.049276109497131904,2026-01-01,08:33:00,Thursday,3,8,Normal
2026-01-01 08:34:00,66.23195884515098,4.686848185563897,0.3236041181337843,2.859504301646737,-0.40361860456473053,-0.050653937493502554,2026-01-01,08:34:00,Thursday,3,8,Normal
2026-01-01 08:35:00,67.25794458544178,5.127494180530224,0.3499303674278325,1.0259857402907926,0.44064599496632706,0.0263262492940482,2026-01-01,08:35:00,Thursday,3,8,Normal
2026-01-01 08:36:00,64.77210508469025,4.892245736476451,0.3993068158480384,-2.485839500751524,-0.23524844405377277,0.04937644842020589,2026-01-01,08:36:00,Thursday,3,8,Normal
2026-01-01 08:37:00,63.31968704607495,5.229562532146713,0.3221114327005288,-1.4524180386153063,0.3373167956702616,-0.07719538314750962,2026-01-01,08:37:00,Thursday,3,8,Normal
2026-01-01 08:38:00,63.35103756861752,4.521147939019905,0.390283931962125,0.03135052254257431,-0.7084145931268075,0.06817249926159624,2026-01-01,08:38:00,Thursday,3,8,Normal
2026-01-01 08:39:00,66.3011855756494,4.842686844979166,0.3838700684346151,2.9501480070318777,0.3215389059592608,-0.006413863527509944,2026-01-01,08:39:00,Thursday,3,8,Normal
2026-01-01 08:40:00,66.48650834240688,4.662706369753179,0.3022604091434589,0.18532276675747994,-0.17998047522598704,-0.08160965929115616,2026-01-01,08:40:00,Thursday,3,8,Normal
2026-01-01 08:41:00,66.08630853661039,4.8347541067272095,0.39869470641087,-0.4001998057964897,0.1720477369740303,0.0964342972674111,2026-01-01,08:41:00,Thursday,3,8,Normal
2026-01-01 08:42:00,63.66898058542261,5.049533180221789,0.38492831726857524,-2.4173279511877794,0.21477907349457936,-0.013766389142294777,2026-01-01,08:42:00,Thursday,3,8,Normal
2026-01-01 08:43:00,65.46432264613344,4.964154674910049,0.3550962943686328,1.79534206071083,-0.08537850531173952,-0.029832022899942412,2026-01-01,08:43:00,Thursday,3,8,Normal
2026-01-01 08:44:00,65.23337161828145,4.949324486210397,0.3118838270986174,-0.23095102785198662,-0.014830188699652247,-0.04321246727001543,2026-01-01,08:44:00,Thursday,3,8,Normal
2026-01-01 08:45:00,65.43737719345802,4.968163025723988,0.3070396990712215,0.20400557517656637,0.018838539513590824,-0.004844128027395922,2026-01-01,08:45:00,Thursday,3,8,Normal
2026-01-01 08:46:00,66.74285755589638,5.040677648123989,0.3231168711548489,1.3054803624383595,0.07251462240000084,0.01607717208362741,2026-01-01,08:46:00,Thursday,3,8,Normal
2026-01-01 08:47:00,65.44719109754936,4.798292791611378,0.377129723164598,-1.2956664583470143,-0.24238485651261055,0.05401285200974909,2026-01-01,08:47:00,Thursday,3,8,Normal
2026-01-01 08:48:00,66.35782712614379,5.14136992817981,0.30221874162993007,0.9106360285944248,0.3430771365684322,-0.07491098153466791,2026-01-01,08:48:00,Thursday,3,8,Normal
2026-01-01 08:49:00,65.13515813897779,5.132533194077097,0.3718756124309935,-1.2226689871660028,-0.00883673410271335,0.06965687080106342,2026-01-01,08:49:00,Thursday,3,8,Normal
2026-01-01 08:50:00,65.57823879737997,5.07700758753122,0.28791222355608037,0.4430806584021809,-0.055525606545876904,-0.08396338887491311,2026-01-01,08:50:00,Thursday,3,8,Normal
2026-01-01 08:51:00,66.26257645167708,5.111306688550252,0.3397965707780575,0.68433765429711,0.03429910101903211,0.051884347221977156,2026-01-01,08:51:00,Thursday,3,8,Normal
2026-01-01 08:52:00,62.085688360288664,5.059283600161732,0.3554823877287004,-4.176888091388413,-0.052023088388520655,0.01568581695064286,2026-01-01,08:52:00,Thursday,3,8,Normal
2026-01-01 08:53:00,64.3606575672854,5.4070146605462135,0.4722565072529458,2.2749692069967367,0.34773106038448187,0.11677411952424543,2026-01-01,08:53:00,Thursday,3,8,Normal
2026-01-01 08:54:00,64.05925469141441,4.982581165789498,0.2811342172239816,-0.30140287587099124,-0.4244334947567152,-0.19112229002896425,2026-01-01,08:54:00,Thursday,3,8,Normal
2026-01-01 08:55:00,63.722244303513314,4.938583356333084,0.4236007283245067,-0.3370103879010955,-0.04399780945641396,0.1424665111005251,2026-01-01,08:55:00,Thursday,3,8,Normal
2026-01-01 08:56:00,64.44971549754663,4.849294483928524,0.357492120699364,0.7274711940333205,-0.08928887240455996,-0.0661086076251427,2026-01-01,08:56:00,Thursday,3,8,Normal
2026-01-01 08:57:00,67.9898826224688,4.793547465884433,0.37055859590079815,3.5401671249221636,-0.05574701804409177,0.013066475201434169,2026-01-01,08:57:00,Thursday,3,8,Normal
2026-01-01 08:58:00,63.26833776861351,4.751105642479785,0.3559173956694102,-4.721544853855285,-0.04244182340464775,-0.01464120023138793,2026-01-01,08:58:00,Thursday,3,8,Normal
2026-01-01 08:59:00,66.93655670918297,4.822240537353816,0.37223634090976165,3.668218940569453,0.07113489487403157,0.016318945240351435,2026-01-01,08:59:00,Thursday,3,8,Normal
2026-01-01 09:00:00,61.63426045676839,4.985863923669585,0.3423157447818991,-5.302296252414578,0.163623386315769,-0.029920596127862575,2026-01-01,09:00:00,Thursday,3,9,Normal
2026-01-01 09:01:00,64.33022994002845,5.066859025699543,0.4227025090728729,2.6959694832600576,0.08099510202995752,0.0803867642909738,2026-01-01,09:01:00,Thursday,3,9,Normal
2026-01-01 09:02:00,65.32550613021002,5.0102284117104325,0.32717644278876384,0.9952761901815705,-0.0566306139891104,-0.09552606628410903,2026-01-01,09:02:00,Thursday,3,9,Normal
2026-01-01 09:03:00,66.17244466271856,4.846892944514058,0.4066117286089624,0.8469385325085454,-0.16333546719637493,0.07943528582019854,2026-01-01,09:03:00,Thursday,3,9,Normal
2026-01-01 09:04:00,66.42245315958571,5.180036912803993,0.3177816439893488,0.250008496867153,0.3331439682899351,-0.08883008461961356,2026-01-01,09:04:00,Thursday,3,9,Normal
2026-01-01 09:05:00,66.58669447039985,5.147882534460189,0.34698740767993563,0.16424131081413407,-0.032154378343803636,0.029205763690586806,2026-01-01,09:05:00,Thursday,3,9,Normal
2026-01-01 09:06:00,64.30254985550313,4.968070338515597,0.296401872385489,-2.284144614896718,-0.1798121959445922,-0.05058553529444665,2026-01-01,09:06:00,Thursday,3,9,Normal
2026-01-01 09:07:00,64.07529641467086,4.8694167710670575,0.372751186017376,-0.22725344083227128,-0.09865356744853937,0.07634931363188702,2026-01-01,09:07:00,Thursday,3,9,Normal
2026-01-01 09:08:00,66.71595176251431,5.10968558416596,0.4222562978463267,2.640655347843449,0.24026881309890236,0.049505111828950676,2026-01-01,09:08:00,Thursday,3,9,Normal
2026-01-01 09:09:00,64.61739135023677,5.037594717497221,0.34613219100895726,-2.0985604122775356,-0.07209086666873876,-0.07612410683736942,2026-01-01,09:09:00,Thursday,3,9,Normal
2026-01-01 09:10:00,62.448627353324156,4.710374548116991,0.3401557150648045,-2.1687639969126167,-0.32722016938023035,-0.005976475944152737,2026-01-01,09:10:00,Thursday,3,9,Normal
2026-01-01 09:11:00,62.73342557199304,4.986403948803119,0.2942691518466036,0.28479821866888244,0.27602940068612813,-0.04588656321820089,2026-01-01,09:11:00,Thursday,3,9,Normal
2026-01-01 09:12:00,63.16109542799678,5.052407162414876,0.3385353673223846,0.42766985600373886,0.06600321361175698,0.04426621547578097,2026-01-01,09:12:00,Thursday,3,9,Normal
2026-01-01 09:13:00,65.99432148810753,4.8200610427024495,0.27036028701392356,2.8332260601107535,-0.23234611971242636,-0.06817508030846103,2026-01-01,09:13:00,Thursday,3,9,Normal
2026-01-01 09:14:00,65.28485147214113,5.037968678567489,0.3043561006640586,-0.7094700159664029,0.21790763586503914,0.03399581365013504,2026-01-01,09:14:00,Thursday,3,9,Normal
2026-01-01 09:15:00,66.38097070813554,4.709035502948442,0.36133930230545674,1.0961192359944079,-0.32893317561904656,0.05698320164139814,2026-01-01,09:15:00,Thursday,3,9,Normal
2026-01-01 09:16:00,64.14549470732693,5.267237220002434,0.4159506598870698,-2.235476000808603,0.5582017170539917,0.05461135758161306,2026-01-01,09:16:00,Thursday,3,9,Normal
2026-01-01 09:17:00,65.31707938215342,5.249589997011887,0.49046054306147513,1.1715846748264909,-0.017647222990547107,0.07450988317440532,2026-01-01,09:17:00,Thursday,3,9,Normal
2026-01-01 09:18:00,66.25118078793467,4.949496533139407,0.32067074574645493,0.9341014057812487,-0.3000934638724795,-0.1697897973150202,2026-01-01,09:18:00,Thursday,3,9,Normal
2026-01-01 09:19:00,64.38130692055952,5.072690867567815,0.421765007832272,-1.8698738673751478,0.12319433442840744,0.10109426208581707,2026-01-01,09:19:00,Thursday,3,9,Normal
2026-01-01 09:20:00,65.91355047511482,4.5180156068400255,0.36218762402008237,1.5322435545552935,-0.5546752607277892,-0.05957738381218963,2026-01-01,09:20:00,Thursday,3,9,Normal
2026-01-01 09:21:00,63.676148117866695,4.768730467946933,0.34243761766268116,-2.237402357248122,0.2507148611069079,-0.019750006357401206,2026-01-01,09:21:00,Thursday,3,9,Normal
2026-01-01 09:22:00,64.27389230686985,4.941244215969574,0.3716297225863076,0.5977441890031585,0.17251374802264063,0.02919210492362645,2026-01-01,09:22:00,Thursday,3,9,Normal
2026-01-01 09:23:00,64.23652421200335,4.7855733957146285,0.35309582418399793,-0.03736809486650827,-0.1556708202549455,-0.01853389840230968,2026-01-01,09:23:00,Thursday,3,9,Normal
2026-01-01 09:24:00,62.60832070882192,5.142879296526131,0.3555197862806109,-1.6282035031814246,0.35730590081150293,0.002423962096612997,2026-01-01,09:24:00,Thursday,3,9,Normal
2026-01-01 09:25:00,65.97394496157116,5.399459306149598,0.3295833418586665,3.3656242527492424,0.25658000962346694,-0.025936444421944427,2026-01-01,09:25:00,Thursday,3,9,Normal
2026-01-01 09:26:00,64.06119531959455,4.76467705611414,0.28009451701005744,-1.9127496419766175,-0.6347822500354585,-0.04948882484860906,2026-01-01,09:26:00,Thursday,3,9,Normal
2026-01-01 09:27:00,65.02498823745537,4.8325073191829615,0.2728187398738959,0.9637929178608289,0.06783026306882167,-0.007275777136161565,2026-01-01,09:27:00,Thursday,3,9,Normal
2026-01-01 09:28:00,65.96149331781182,5.047089673661986,0.3826622441640613,0.9365050803564401,0.21458235447902485,0.10984350429016543,2026-01-01,09:28:00,Thursday,3,9,Normal
2026-01-01 09:29:00,65.89306235205989,5.322223229699924,0.3361649954957143,-0.0684309657519293,0.27513355603793777,-0.04649724866834698,2026-01-01,09:29:00,Thursday,3,9,Normal
2026-01-01 09:30:00,66.33077021794557,4.755525137492019,0.32019555501719166,0.43770786588568455,-0.566698092207905,-0.015969440478522667,2026-01-01,09:30:00,Thursday,3,9,Normal
2026-01-01 09:31:00,64.80302903098115,5.0498072244613885,0.35042528133615763,-1.5277411869644197,0.2942820869693694,0.030229726318965977,2026-01-01,09:31:00,Thursday,3,9,Normal
2026-01-01 09:32:00,64.1534033759117,5.364259770162622,0.38974661264578137,-0.6496256550694568,0.3144525457012337,0.03932133130962373,2026-01-01,09:32:00,Thursday,3,9,Normal
2026-01-01 09:33:00,64.8405635781872,4.669648170364146,0.3590181971513199,0.687160202275507,-0.6946115997984759,-0.03072841549446148,2026-01-01,09:33:00,Thursday,3,9,Normal
2026-01-01 09:34:00,61.62533113208394,4.743786158630834,0.3171972531679516,-3.2152324461032578,0.0741379882666875,-0.041820943983368275,2026-01-01,09:34:00,Thursday,3,9,Normal
2026-01-01 09:35:00,62.10577505515383,4.915278678707832,0.4113146477824475,0.4804439230698847,0.1714925200769981,0.09411739461449586,2026-01-01,09:35:00,Thursday,3,9,Normal
2026-01-01 09:36:00,62.354600775291196,4.895882317428918,0.4289592751490816,0.24882572013736848,-0.019396361278913865,0.017644627366634136,2026-01-01,09:36:00,Thursday,3,9,Normal
2026-01-01 09:37:00,63.005506344797034,5.162520257550729,0.37472783276614263,0.6509055695058379,0.26663794012181086,-0.05423144238293898,2026-01-01,09:37:00,Thursday,3,9,Normal
2026-01-01 09:38:00,65.79954845344687,5.048331943964167,0.3986831755672045,2.7940421086498404,-0.11418831358656156,0.023955342801061874,2026-01-01,09:38:00,Thursday,3,9,Normal
2026-01-01 09:39:00,63.18904188927988,4.645007588071574,0.4120979998406905,-2.6105065641669967,-0.4033243558925932,0.013414824273486003,2026-01-01,09:39:00,Thursday,3,9,Normal
2026-01-01 09:40:00,64.24367489192122,5.103082080580162,0.40650496582022566,1.0546330026413386,0.45807449250858756,-0.005593034020464849,2026-01-01,09:40:00,Thursday,3,9,Normal
2026-01-01 09:41:00,67.59845659557213,4.88449222252887,0.38070495885563116,3.3547817036509144,-0.21858985805129194,-0.025800006964594502,2026-01-01,09:41:00,Thursday,3,9,Normal
2026-01-01 09:42:00,64.28747205787715,5.254889443388247,0.37991735235374413,-3.310984537694978,0.37039722085937754,-0.0007876065018870282,2026-01-01,09:42:00,Thursday,3,9,Normal
2026-01-01 09:43:00,66.47503113693418,4.874482492712616,0.37598302866732514,2.1875590790570243,-0.38040695067563135,-0.0039343236864189945,2026-01-01,09:43:00,Thursday,3,9,Normal
2026-01-01 09:44:00,63.132764639980245,4.8726769433795525,0.2951331162726478,-3.3422664969539326,-0.0018055493330635386,-0.08084991239467731,2026-01-01,09:44:00,Thursday,3,9,Normal
2026-01-01 09:45:00,64.58912488426473,5.108226322160906,0.3850361578429793,1.4563602442844896,0.23554937878135362,0.08990304157033147,2026-01-01,09:45:00,Thursday,3,9,Normal
2026-01-01 09:46:00,63.09995589017884,5.152585296467388,0.2822093014436723,-1.4891689940858939,0.04435897430648161,-0.102826856399307,2026-01-01,09:46:00,Thursday,3,9,Normal
2026-01-01 09:47:00,64.32193384819888,5.089619872787241,0.31027002724374725,1.221977958020041,-0.06296542368014713,0.02806072580007496,2026-01-01,09:47:00,Thursday,3,9,Normal
2026-01-01 09:48:00,66.6806162749148,4.662880536523039,0.4151782533904044,2.358682426715916,-0.4267393362642018,0.10490822614665712,2026-01-01,09:48:00,Thursday,3,9,Normal
2026-01-01 09:49:00,61.5453591536153,5.10760688798565,0.39201100813470985,-5.135257121299496,0.4447263514626112,-0.023167245255694524,2026-01-01,09:49:00,Thursday,3,9,Normal
2026-01-01 09:50:00,65.86884728709171,4.7931383896651205,0.4243699144842931,4.32348813347641,-0.3144684983205295,0.03235890634958327,2026-01-01,09:50:00,Thursday,3,9,Normal
2026-01-01 09:51:00,65.47547120466456,5.047055222317653,0.33641628081563535,-0.39337608242715305,0.25391683265253207,-0.08795363366865777,2026-01-01,09:51:00,Thursday,3,9,Normal
2026-01-01 09:52:00,63.811700088606415,4.715253112920188,0.2923875579361616,-1.6637711160581432,-0.331802109397465,-0.044028722879473736,2026-01-01,09:52:00,Thursday,3,9,Normal
2026-01-01 09:53:00,62.107884291223094,5.089264429508613,0.33797814014648286,-1.7038157973833208,0.3740113165884251,0.04559058221032125,2026-01-01,09:53:00,Thursday,3,9,Normal
2026-01-01 09:54:00,65.14425901542774,4.838680219138525,0.3551015648620287,3.0363747242046415,-0.2505842103700875,0.017123424715545843,2026-01-01,09:54:00,Thursday,3,9,Normal
2026-01-01 09:55:00,63.941014581872395,4.743473069947895,0.35394943581700045,-1.2032444335553407,-0.09520714919062989,-0.0011521290450282606,2026-01-01,09:55:00,Thursday,3,9,Normal
2026-01-01 09:56:00,65.4653524227094,5.14276402729648,0.4066840239378351,1.5243378408370063,0.399290957348585,0.05273458812083465,2026-01-01,09:56:00,Thursday,3,9,Normal
2026-01-01 09:57:00,65.04370429104688,5.04832890433535,0.3319364787498277,-0.421648131662522,-0.09443512296112999,-0.07474754518800741,2026-01-01,09:57:00,Thursday,3,9,Normal
2026-01-01 09:58:00,68.20355778264184,4.877204639721421,0.3676017235901462,3.1598534915949585,-0.1711242646139297,0.03566524484031852,2026-01-01,09:58:00,Thursday,3,9,Normal
2026-01-01 09:59:00,64.52128874505395,5.290235769804212,0.30056864252826965,-3.6822690375878864,0.4130311300827918,-0.06703308106187655,2026-01-01,09:59:00,Thursday,3,9,Normal
2026-01-01 10:00:00,62.95300501475627,4.9118695156860515,0.3725158639021906,-1.5682837302976793,-0.37836625411816094,0.07194722137392096,2026-01-01,10:00:00,Thursday,3,10,Normal
2026-01-01 10:01:00,65.35855126991264,5.006421534794187,0.3501554275092818,2.4055462551563664,0.09455201910813571,-0.0223604363929088,2026-01-01,10:01:00,Thursday,3,10,Normal
2026-01-01 10:02:00,65.43999336794353,5.05378268953572,0.3125093330857741,0.08144209803089097,0.04736115474153291,-0.03764609442350769,2026-01-01,10:02:00,Thursday,3,10,Normal
2026-01-01 10:03:00,67.71837515048087,4.876066813174277,0.3382085318912573,2.2783817825373376,-0.17771587636144304,0.025699198805483214,2026-01-01,10:03:00,Thursday,3,10,Normal
2026-01-01 10:04:00,66.67022249182915,5.094227258679986,0.3407912126742389,-1.0481526586517163,0.2181604455057089,0.0025826807829815723,2026-01-01,10:04:00,Thursday,3,10,Normal
2026-01-01 10:05:00,65.71374211829902,4.8933095305670555,0.33649224353314516,-0.9564803735301268,-0.2009177281129304,-0.004298969141093734,2026-01-01,10:05:00,Thursday,3,10,Normal
2026-01-01 10:06:00,67.92660578243913,4.917672335556758,0.43856706211338414,2.2128636641401016,0.024362804989702447,0.10207481858023898,2026-01-01,10:06:00,Thursday,3,10,Normal
2026-01-01 10:07:00,62.622473891354296,5.272528527960668,0.345077699884606,-5.304131891084829,0.3548561924039104,-0.09348936222877813,2026-01-01,10:07:00,Thursday,3,10,Normal
2026-01-01 10:08:00,63.7204969345005,4.791882789497514,0.3378051944911331,1.0980230431462061,-0.4806457384631546,-0.007272505393472906,2026-01-01,10:08:00,Thursday,3,10,Normal
2026-01-01 10:09:00,63.14684811718895,4.517443933814102,0.24512745211949288,-0.5736488173115504,-0.2744388556834121,-0.09267774237164023,2026-01-01,10:09:00,Thursday,3,10,Normal
2026-01-01 10:10:00,64.22038039368846,5.322187399002379,0.30528963240102613,1.073532276499506,0.8047434651882774,0.06016218028153325,2026-01-01,10:10:00,Thursday,3,10,Normal
2026-01-01 10:11:00,62.24662770488738,5.5098655905214,0.33684632877718235,-1.9737526888010777,0.1876781915190211,0.03155669637615621,2026-01-01,10:11:00,Thursday,3,10,Normal
2026-01-01 10:12:00,66.27030189362881,4.918946146910134,0.31570736619116785,4.023674188741431,-0.5909194436112664,-0.021138962586014498,2026-01-01,10:12:00,Thursday,3,10,Normal
2026-01-01 10:13:00,64.55555460580246,4.612632391875963,0.4190853796688898,-1.7147472878263557,-0.3063137550341706,0.10337801347772196,2026-01-01,10:13:00,Thursday,3,10,Normal
2026-01-01 10:14:00,62.05838741099468,4.937903204760811,0.34175311123018903,-2.4971671948077727,0.32527081288484805,-0.07733226843870078,2026-01-01,10:14:00,Thursday,3,10,Normal
2026-01-01 10:15:00,62.96884183758492,4.942755410031866,0.4144222124659126,0.9104544265902348,0.004852205271054899,0.07266910123572357,2026-01-01,10:15:00,Thursday,3,10,Normal
2026-01-01 10:16:00,65.62702769490039,4.962015231795548,0.3530852317025184,2.6581858573154733,0.019259821763681906,-0.06133698076339422,2026-01-01,10:16:00,Thursday,3,10,Normal
2026-01-01 10:17:00,66.67625313578876,4.77732239161563,0.3518613918210788,1.049225440888364,-0.18469284017991772,-0.0012238398814395923,2026-01-01,10:17:00,Thursday,3,10,Normal
2026-01-01 10:18:00,68.99346178338357,5.115912228495295,0.3455601776143749,2.3172086475948106,0.33858983687966493,-0.006301214206703876,2026-01-01,10:18:00,Thursday,3,10,Normal
2026-01-01 10:19:00,70.82772493201466,5.1049014750572175,0.35018981258107296,1.834263148631095,-0.011010753438077892,0.0046296349666980485,2026-01-01,10:19:00,Thursday,3,10,Normal
2026-01-01 10:20:00,65.828818866552,4.701118876036139,0.435939750152493,-4.998906065462663,-0.4037825990210786,0.08574993757142002,2026-01-01,10:20:00,Thursday,3,10,Normal
2026-01-01 10:21:00,63.020923759936274,5.139839346338977,0.23401946366243906,-2.8078951066157245,0.43872047030283845,-0.20192028649005392,2026-01-01,10:21:00,Thursday,3,10,Normal
2026-01-01 10:22:00,60.73590743853738,5.410536996389178,0.24992271277806605,-2.285016321398892,0.2706976500502005,0.01590324911562699,2026-01-01,10:22:00,Thursday,3,10,Normal
2026-01-01 10:23:00,65.53542292468767,5.0343920664874116,0.3228414584471943,4.799515486150284,-0.3761449299017663,0.07291874566912826,2026-01-01,10:23:00,Thursday,3,10,Normal
2026-01-01 10:24:00,63.37411780937935,4.932534967586299,0.35072639409687845,-2.1613051153083163,-0.10185709890111294,0.02788493564968414,2026-01-01,10:24:00,Thursday,3,10,Normal
2026-01-01 10:25:00,64.16928547964064,4.971599357118496,0.3845052212382006,0.7951676702612858,0.039064389532197374,0.03377882714132213,2026-01-01,10:25:00,Thursday,3,10,Normal
2026-01-01 10:26:00,63.77580640188038,5.123051353393712,0.37365435990137374,-0.39347907776025437,0.15145199627521588,-0.010850861336826834,2026-01-01,10:26:00,Thursday,3,10,Normal
2026-01-01 10:27:00,64.71841822716723,4.653865678898557,0.3307877043559715,0.9426118252868534,-0.46918567449515525,-0.042866655545402255,2026-01-01,10:27:00,Thursday,3,10,Normal
2026-01-01 10:28:00,67.13196046157529,5.032878140595461,0.4009521846620881,2.4135422344080553,0.37901246169690417,0.0701644803061166,2026-01-01,10:28:00,Thursday,3,10,Normal
2026-01-01 10:29:00,65.31409713489069,4.921907210107438,0.40150977015763656,-1.817863326684602,-0.11097093048802265,0.0005575854955484627,2026-01-01,10:29:00,Thursday,3,10,Normal
