Unnamed: 0,timestamp,TP2,TP3,H1,DV_pressure,Reservoirs,Oil_temperature,Motor_current,COMP,DV_eletric,Towers,MPG,LPS,Pressure_switch,Oil_level,Caudal_impulses
510,2020-02-01 00:08:25,-0.0120000000000004,8.846,8.83,-0.0240000000000009,8.848,52.57499999999999,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
520,2020-02-01 00:08:35,-0.0139999999999993,8.836,8.82,-0.0219999999999984,8.838,52.60000000000001,0.0424999999999995,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
530,2020-02-01 00:08:45,-0.0139999999999993,8.826,8.812,-0.0219999999999984,8.828,52.49999999999999,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
540,2020-02-01 00:08:55,-0.0139999999999993,8.818,8.802,-0.0219999999999984,8.818,52.49999999999999,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
550,2020-02-01 00:09:05,-0.0139999999999993,8.806,8.79,-0.0219999999999984,8.808,52.42500000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
560,2020-02-01 00:09:15,-0.0120000000000004,8.798,8.782,-0.0219999999999984,8.798,52.45,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
570,2020-02-01 00:09:25,-0.0139999999999993,8.788,8.774,-0.0219999999999984,8.788,52.325,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
580,2020-02-01 00:09:35,-0.0139999999999993,8.778,8.764,-0.0240000000000009,8.778,52.400000000000006,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
590,2020-02-01 00:09:45,-0.0120000000000004,8.768,8.754,-0.0240000000000009,8.77,52.42500000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
600,2020-02-01 00:09:55,-0.0139999999999993,8.76,8.746,-0.0219999999999984,8.76,52.42500000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
610,2020-02-01 00:10:04,-0.0139999999999993,8.75,8.736,-0.0240000000000009,8.75,52.22500000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
620,2020-02-01 00:10:14,-0.0139999999999993,8.74,8.728,-0.0219999999999984,8.74,52.2,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
630,2020-02-01 00:10:24,-0.0139999999999993,8.732,8.718,-0.0240000000000009,8.732,52.3,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
640,2020-02-01 00:10:34,-0.0139999999999993,8.722,8.708,-0.0240000000000009,8.724,52.125,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
650,2020-02-01 00:10:44,-0.0139999999999993,8.712,8.698,-0.0240000000000009,8.714,52.22500000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
660,2020-02-01 00:10:54,-0.0139999999999993,8.704,8.69,-0.0240000000000009,8.704,52.125,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
670,2020-02-01 00:11:04,-0.0139999999999993,8.694,8.68,-0.0240000000000009,8.696,52.2,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
680,2020-02-01 00:11:14,-0.0139999999999993,8.684,8.672,-0.0219999999999984,8.686,52.05,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
690,2020-02-01 00:11:24,-0.0139999999999993,8.676,8.662,-0.0240000000000009,8.678,52.025000000000006,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
700,2020-02-01 00:11:34,-0.0120000000000004,8.666,8.654,-0.0240000000000009,8.666,52.1,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
710,2020-02-01 00:11:44,-0.0120000000000004,8.656,8.644,-0.0240000000000009,8.658,52.025000000000006,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
720,2020-02-01 00:11:54,-0.0120000000000004,8.648,8.634,-0.0240000000000009,8.65,52.0,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
730,2020-02-01 00:12:03,-0.0139999999999993,8.64,8.624,-0.0240000000000009,8.638,51.975,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
740,2020-02-01 00:12:13,-0.0139999999999993,8.63,8.616,-0.0240000000000009,8.632,51.925,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
750,2020-02-01 00:12:23,-0.0139999999999993,8.62,8.606,-0.0219999999999984,8.62,51.925,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
760,2020-02-01 00:12:33,-0.0139999999999993,8.612,8.598,-0.0240000000000009,8.614,51.82500000000002,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
770,2020-02-01 00:12:43,-0.0139999999999993,8.602,8.588,-0.0240000000000009,8.602,51.85,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
780,2020-02-01 00:12:53,-0.0139999999999993,8.592,8.578,-0.0219999999999984,8.594,51.8,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
790,2020-02-01 00:13:03,-0.0139999999999993,8.584,8.57,-0.0240000000000009,8.584,51.82500000000002,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
800,2020-02-01 00:13:13,-0.0139999999999993,8.576,8.56,-0.0219999999999984,8.574,51.8,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
810,2020-02-01 00:13:23,-0.0139999999999993,8.564,8.552,-0.0240000000000009,8.566,51.69999999999999,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
820,2020-02-01 00:13:33,-0.0139999999999993,8.558,8.542,-0.0219999999999984,8.558,51.625000000000014,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
830,2020-02-01 00:13:43,-0.0139999999999993,8.548,8.534,-0.0219999999999984,8.55,51.6,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
840,2020-02-01 00:13:53,-0.0139999999999993,8.538,8.524,-0.0219999999999984,8.538,51.57499999999999,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
850,2020-02-01 00:14:02,-0.0139999999999993,8.532,8.516,-0.0219999999999984,8.532,51.625000000000014,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
860,2020-02-01 00:14:12,-0.0139999999999993,8.522,8.508,-0.0240000000000009,8.522,51.47500000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
870,2020-02-01 00:14:22,-0.0139999999999993,8.512,8.5,-0.0219999999999984,8.512,51.49999999999999,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
880,2020-02-01 00:14:32,-0.0139999999999993,8.504,8.49,-0.0240000000000009,8.504,51.49999999999999,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
890,2020-02-01 00:14:42,-0.0139999999999993,8.494,8.48,-0.0240000000000009,8.496,51.400000000000006,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
900,2020-02-01 00:14:52,-0.0139999999999993,8.488,8.474,-0.0219999999999984,8.486,51.35000000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
910,2020-02-01 00:15:02,-0.0139999999999993,8.478,8.464,-0.0240000000000009,8.478,51.325,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
920,2020-02-01 00:15:12,-0.0139999999999993,8.47,8.454,-0.0219999999999984,8.468,51.42500000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
930,2020-02-01 00:15:22,-0.0139999999999993,8.46,8.446,-0.0240000000000009,8.458,51.325,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
940,2020-02-01 00:15:32,-0.0139999999999993,8.452,8.438,-0.0219999999999984,8.45,51.42500000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
950,2020-02-01 00:15:42,-0.0139999999999993,8.442,8.428,-0.0240000000000009,8.442,51.29999999999998,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
960,2020-02-01 00:15:52,-0.0120000000000004,8.434,8.42,-0.0219999999999984,8.434,51.22500000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
970,2020-02-01 00:16:01,-0.0159999999999982,8.424,8.41,-0.0240000000000009,8.424,51.275000000000006,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
980,2020-02-01 00:16:11,-0.0139999999999993,8.418,8.402,-0.0240000000000009,8.418,51.150000000000006,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
990,2020-02-01 00:16:21,-0.0120000000000004,8.408,8.394,-0.0219999999999984,8.408,51.22500000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1000,2020-02-01 00:16:31,-0.0159999999999982,8.398,8.384,-0.0219999999999984,8.398,51.1,0.0349999999999992,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1010,2020-02-01 00:16:41,-0.0120000000000004,8.39,8.376,-0.0240000000000009,8.39,51.125,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1020,2020-02-01 00:16:51,-0.0139999999999993,8.382,8.368,-0.0240000000000009,8.382,51.025000000000006,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1030,2020-02-01 00:17:01,-0.0139999999999993,8.374,8.36,-0.0240000000000009,8.374,51.1,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1040,2020-02-01 00:17:11,-0.0139999999999993,8.366,8.352,-0.0240000000000009,8.368,51.0,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1050,2020-02-01 00:17:21,-0.0139999999999993,8.356,8.342,-0.0219999999999984,8.356,50.95,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1060,2020-02-01 00:17:31,-0.0139999999999993,8.348,8.334,-0.0240000000000009,8.348,50.925,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1070,2020-02-01 00:17:41,-0.0139999999999993,8.338,8.326,-0.0240000000000009,8.34,50.925,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1080,2020-02-01 00:17:50,-0.0139999999999993,8.328,8.316,-0.0240000000000009,8.332,50.825,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1090,2020-02-01 00:18:00,-0.0139999999999993,8.322,8.308,-0.0240000000000009,8.324,50.925,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1100,2020-02-01 00:18:10,-0.0139999999999993,8.314,8.302,-0.0219999999999984,8.316,50.825,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1110,2020-02-01 00:18:20,-0.0139999999999993,8.304,8.29,-0.0219999999999984,8.306,50.825,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1120,2020-02-01 00:18:30,-0.0139999999999993,8.296,8.284,-0.0219999999999984,8.296,50.75,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1130,2020-02-01 00:18:40,-0.0139999999999993,8.29,8.274,-0.0240000000000009,8.29,50.625000000000014,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1140,2020-02-01 00:18:50,-0.0120000000000004,8.282,8.266,-0.0240000000000009,8.282,50.625000000000014,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1150,2020-02-01 00:19:00,-0.0139999999999993,8.272,8.258,-0.0219999999999984,8.272,50.6,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1160,2020-02-01 00:19:10,-0.0139999999999993,8.264,8.25,-0.0219999999999984,8.264,50.625000000000014,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1170,2020-02-01 00:19:20,-0.0139999999999993,8.256,8.244,-0.0240000000000009,8.256,50.57499999999999,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1180,2020-02-01 00:19:30,-0.0139999999999993,8.246,8.234,-0.0240000000000009,8.246,50.55000000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1190,2020-02-01 00:19:39,-0.0139999999999993,8.238,8.226,-0.0219999999999984,8.24,50.42500000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1200,2020-02-01 00:19:49,-0.0139999999999993,8.23,8.218,-0.0219999999999984,8.232,50.42500000000001,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1210,2020-02-01 00:19:59,-0.0139999999999993,8.222,8.21,-0.0219999999999984,8.224,50.325,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1220,2020-02-01 00:20:09,-0.0139999999999993,8.216,8.2,-0.0240000000000009,8.214,50.42500000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1230,2020-02-01 00:20:19,-0.0139999999999993,8.206,8.194,-0.0240000000000009,8.206,50.37499999999999,0.0424999999999995,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1240,2020-02-01 00:20:29,-0.0139999999999993,8.198,8.186,-0.0219999999999984,8.198,50.2,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1250,2020-02-01 00:20:39,-0.0139999999999993,8.19,8.178,-0.0240000000000009,8.19,50.325,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1260,2020-02-01 00:20:49,-0.0139999999999993,8.182,8.17,-0.0240000000000009,8.18,50.22500000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1270,2020-02-01 00:20:59,-0.0139999999999993,8.174,8.16,-0.0219999999999984,8.174,50.150000000000006,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1280,2020-02-01 00:21:09,-0.0139999999999993,8.166,8.152,-0.0219999999999984,8.166,50.175,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1290,2020-02-01 00:21:19,-0.0139999999999993,8.158,8.144,-0.0240000000000009,8.158,50.125,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1300,2020-02-01 00:21:28,-0.0139999999999993,8.148,8.138,-0.0219999999999984,8.15,50.125,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1310,2020-02-01 00:21:38,-0.0139999999999993,8.142,8.13,-0.0240000000000009,8.142,50.025000000000006,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1320,2020-02-01 00:21:48,-0.0139999999999993,8.132,8.122,-0.0240000000000009,8.134,49.925,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1330,2020-02-01 00:21:58,-0.0139999999999993,8.124,8.112,-0.0240000000000009,8.126,50.05,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1340,2020-02-01 00:22:08,-0.0139999999999993,8.116,8.104,-0.0240000000000009,8.118,50.025000000000006,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1350,2020-02-01 00:22:18,-0.0159999999999982,8.108,8.098,-0.0219999999999984,8.11,49.925,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1360,2020-02-01 00:22:28,-0.0139999999999993,8.102,8.09,-0.0240000000000009,8.104,49.900000000000006,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1370,2020-02-01 00:22:38,-0.0139999999999993,8.094,8.082,-0.0240000000000009,8.094,49.825,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1380,2020-02-01 00:22:48,-0.0139999999999993,8.086,8.074,-0.0219999999999984,8.086,49.725,0.0424999999999995,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1390,2020-02-01 00:22:58,-0.0139999999999993,8.078,8.066,-0.0219999999999984,8.076,49.825,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1400,2020-02-01 00:23:08,-0.0139999999999993,8.068,7.804,-0.0240000000000009,8.072,49.825,4.315,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
1410,2020-02-01 00:23:17,8.436,8.086,-0.0279999999999986,-0.0219999999999984,8.082,49.85000000000001,5.84,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
1420,2020-02-01 00:23:27,8.726,8.38,-0.0240000000000009,-0.0240000000000009,8.382,49.675,5.9725,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
1430,2020-02-01 00:23:37,8.978,8.642,-0.0199999999999995,-0.0240000000000009,8.64,49.675,6.050000000000001,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
1440,2020-02-01 00:23:47,9.218,8.82,-0.0199999999999995,-0.0240000000000009,8.816,49.625,6.102499999999999,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1450,2020-02-01 00:23:57,9.468,9.074,-0.0159999999999982,-0.0219999999999984,9.066,49.625,6.165000000000001,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1460,2020-02-01 00:24:07,9.7,9.308,-0.0159999999999982,-0.0219999999999984,9.304,49.7,6.192500000000001,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1470,2020-02-01 00:24:17,9.898,9.518,-0.0139999999999993,-0.0219999999999984,9.514,49.725,6.125,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1480,2020-02-01 00:24:27,10.11,9.736,-0.0139999999999993,-0.0219999999999984,9.73,49.75,6.15,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1490,2020-02-01 00:24:37,10.314,9.944,-0.0139999999999993,-0.0240000000000009,9.94,49.825,6.182499999999999,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1500,2020-02-01 00:24:47,10.062,10.034,-0.0120000000000004,-0.0240000000000009,10.03,50.025000000000006,6.282499999999999,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
1510,2020-02-01 00:24:57,-0.0259999999999998,10.098,10.098,-0.0240000000000009,10.098,50.1,3.952500000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1520,2020-02-01 00:25:06,-0.0259999999999998,10.05,10.048,-0.0219999999999984,10.048,50.725,3.905,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
